occupation,daily_income,work_days_per_month,monthly_transactions,savings_ratio,income_min,income_max,digital_payment_ratio,loan_history,financial_stability
driver,1328.91,20,28,0.1947,1148.33,1509.5,0.537,1,moderate
driver,808.6,24,15,0.2012,582.99,1034.21,0.687,1,moderate
laborer,540.78,16,18,0.1007,410.57,670.98,0.123,1,unstable
delivery_worker,1404.32,28,38,0.2415,1131.94,1676.69,0.553,0,stable
laborer,692.24,13,3,0.0814,582.61,700.0,0.141,0,unstable
street_vendor,319.95,19,13,0.0683,258.99,380.9,0.152,0,unstable
shopkeeper,985.22,28,19,0.2653,841.4,1129.04,0.397,1,moderate
shopkeeper,1377.01,25,56,0.3047,1014.41,1739.6,0.454,0,stable
delivery_worker,1683.57,25,32,0.1402,1445.14,1800.0,0.588,0,stable
shopkeeper,1910.48,28,74,0.3474,1699.6,2000.0,0.724,1,stable
laborer,260.21,13,4,0.0024,232.45,287.96,0.098,0,unstable
shopkeeper,1685.17,27,43,0.1853,1384.5,1985.84,0.407,0,stable
street_vendor,255.59,26,11,0.069,213.37,297.8,0.104,0,unstable
driver,1329.97,24,23,0.0111,973.48,1600.0,0.403,1,moderate
driver,972.22,23,42,0.1146,840.55,1103.89,0.636,1,moderate
street_vendor,437.35,26,28,0.0,348.73,525.97,0.199,0,unstable
street_vendor,578.93,19,24,0.1215,418.22,739.64,0.229,0,unstable
delivery_worker,1294.02,22,37,0.1843,1157.66,1430.37,0.692,0,moderate
delivery_worker,927.34,24,46,0.0818,787.04,1067.64,0.867,1,moderate
laborer,389.62,19,5,0.0157,274.8,504.45,0.068,1,unstable
street_vendor,813.87,23,18,0.1476,633.54,900.0,0.23,0,moderate
delivery_worker,1689.61,28,30,0.0996,1489.65,1800.0,0.554,0,stable
delivery_worker,1120.71,26,47,0.2789,964.98,1276.45,0.539,1,stable
driver,664.92,21,29,0.148,518.04,811.81,0.429,1,moderate
delivery_worker,790.58,25,32,0.0666,600.0,1027.62,0.892,0,moderate
driver,905.56,19,35,0.1947,652.31,1158.82,0.548,0,moderate
driver,1568.21,22,27,0.122,1194.85,1600.0,0.598,1,moderate
shopkeeper,1944.8,29,45,0.033,1592.66,2000.0,0.288,0,stable
driver,1454.34,23,22,0.1289,1109.44,1600.0,0.708,0,moderate
laborer,394.14,20,1,0.0,297.29,490.99,0.081,0,unstable
shopkeeper,735.4,26,61,0.1226,700.0,896.28,0.321,0,moderate
delivery_worker,1374.77,24,44,0.1831,970.24,1779.29,0.771,1,stable
street_vendor,285.87,23,16,0.0272,223.86,347.89,0.063,0,unstable
street_vendor,727.16,20,17,0.1119,539.56,900.0,0.119,0,unstable
street_vendor,722.78,23,16,0.1183,544.46,900.0,0.204,0,moderate
delivery_worker,1713.3,24,41,0.1576,1278.35,1800.0,0.511,1,stable
laborer,538.95,26,11,0.0749,444.96,632.95,0.024,0,unstable
street_vendor,334.65,27,19,0.1481,272.9,396.39,0.285,0,moderate
shopkeeper,1351.27,25,40,0.2848,1026.84,1675.71,0.741,1,stable
laborer,657.04,18,16,0.022,548.7,700.0,0.069,1,unstable
driver,1451.66,23,37,0.189,1220.47,1600.0,0.751,1,moderate
laborer,646.51,24,13,0.0,556.35,700.0,0.185,0,unstable
delivery_worker,1724.38,24,29,0.1982,1393.5,1800.0,0.634,0,stable
street_vendor,708.36,30,23,0.0801,631.97,784.75,0.264,1,moderate
driver,1336.29,19,26,0.1894,1048.61,1600.0,0.717,1,moderate
delivery_worker,1084.6,26,46,0.1273,932.86,1236.33,0.784,0,moderate
laborer,670.98,17,10,0.0,476.12,700.0,0.11,0,unstable
laborer,680.28,18,7,0.0651,491.81,700.0,0.07,0,unstable
laborer,536.02,21,10,0.0431,431.65,640.38,0.142,1,unstable
street_vendor,693.36,22,19,0.1636,521.21,865.51,0.176,0,moderate
street_vendor,823.64,28,12,0.0796,634.98,900.0,0.052,1,moderate
laborer,678.09,18,10,0.0282,506.66,700.0,0.037,0,unstable
street_vendor,396.08,29,24,0.1296,304.23,487.94,0.348,0,moderate
street_vendor,525.72,22,18,0.0758,388.55,662.89,0.126,1,unstable
shopkeeper,1556.32,24,49,0.1953,1330.31,1782.33,0.405,1,stable
shopkeeper,1278.85,27,51,0.0,979.88,1577.82,0.357,0,moderate
delivery_worker,768.93,30,58,0.1165,616.51,921.35,0.913,0,moderate
shopkeeper,918.14,26,66,0.3631,778.25,1058.03,0.551,0,stable
driver,1142.37,20,40,0.1632,921.67,1363.07,0.606,0,moderate
shopkeeper,1962.87,29,38,0.3539,1523.82,2000.0,0.5,0,stable
street_vendor,515.62,23,15,0.0665,362.65,668.58,0.179,0,unstable
shopkeeper,1153.82,23,68,0.3206,982.53,1325.11,0.631,1,stable
shopkeeper,1438.27,27,41,0.199,1165.1,1711.44,0.334,1,stable
delivery_worker,1277.1,28,27,0.1927,981.63,1572.57,0.571,0,stable
shopkeeper,1404.46,27,38,0.0716,1019.44,1789.48,0.549,1,moderate
laborer,559.51,14,10,0.0944,499.04,619.98,0.048,0,unstable
driver,1273.31,18,31,0.0911,980.24,1566.37,0.374,1,moderate
laborer,429.61,22,11,0.0497,377.25,481.96,0.177,0,unstable
laborer,286.45,20,10,0.0267,230.34,342.56,0.125,1,unstable
street_vendor,758.53,21,19,0.1224,677.02,840.04,0.134,0,unstable
delivery_worker,1698.3,22,55,0.0849,1511.61,1800.0,0.851,1,moderate
shopkeeper,910.36,27,58,0.1693,740.35,1080.37,0.71,1,moderate
street_vendor,714.32,21,15,0.0696,636.25,792.38,0.194,1,moderate
delivery_worker,1100.56,23,28,0.2229,844.14,1356.99,0.647,0,moderate
shopkeeper,1694.91,28,56,0.2583,1324.57,2000.0,0.599,1,stable
shopkeeper,1460.79,23,44,0.3167,1074.84,1846.74,0.274,0,stable
shopkeeper,1536.13,26,65,0.3354,1197.45,1874.8,0.315,1,stable
laborer,509.5,27,14,0.0715,456.74,562.25,0.116,0,moderate
shopkeeper,1301.87,23,72,0.1334,934.84,1668.89,0.268,1,moderate
delivery_worker,697.57,21,33,0.1308,600.0,875.9,0.611,1,moderate
street_vendor,432.01,26,12,0.0,338.23,525.79,0.309,0,unstable
laborer,613.86,29,13,0.1077,446.29,700.0,0.119,1,moderate
delivery_worker,1571.5,25,35,0.2142,1175.3,1800.0,0.622,1,stable
driver,1058.89,18,26,0.2132,924.65,1193.13,0.727,1,moderate
delivery_worker,1279.08,21,42,0.145,1141.94,1416.21,0.831,0,moderate
delivery_worker,1169.09,23,33,0.2015,851.14,1487.04,0.603,1,moderate
street_vendor,636.18,22,10,0.0952,562.75,709.6,0.12,0,unstable
laborer,450.91,12,8,0.0525,342.82,559.0,0.044,0,unstable
delivery_worker,995.2,26,34,0.1006,853.07,1137.34,0.843,1,moderate
laborer,495.78,26,13,0.0833,376.82,614.75,0.024,0,unstable
street_vendor,234.06,22,16,0.0834,200.0,287.95,0.264,0,unstable
street_vendor,662.78,25,21,0.0041,592.46,733.11,0.194,0,moderate
driver,777.27,18,27,0.1891,683.84,870.69,0.554,1,moderate
shopkeeper,1872.93,26,56,0.1742,1404.76,2000.0,0.493,0,stable
driver,1519.11,19,42,0.1119,1250.54,1600.0,0.447,1,moderate
delivery_worker,632.56,29,29,0.1781,600.0,818.71,0.699,1,moderate
driver,830.3,19,22,0.1016,586.67,1073.93,0.568,0,moderate
driver,1297.6,21,26,0.1674,972.1,1600.0,0.601,1,moderate
shopkeeper,1215.64,26,45,0.1185,1076.03,1355.25,0.481,1,moderate
delivery_worker,1156.08,27,18,0.1094,875.56,1436.6,0.776,1,moderate
street_vendor,706.13,18,16,0.1482,556.35,855.9,0.197,0,unstable
laborer,310.62,18,10,0.1312,255.58,365.66,0.194,0,unstable
street_vendor,396.52,18,15,0.0956,316.64,476.4,0.127,0,unstable
laborer,611.93,21,12,0.0518,455.05,700.0,0.1,0,unstable
delivery_worker,1600.85,21,38,0.1662,1292.16,1800.0,0.603,0,stable
street_vendor,653.21,30,18,0.0968,514.68,791.74,0.331,0,moderate
driver,1594.88,26,28,0.1975,1221.87,1600.0,0.73,0,stable
driver,1494.55,18,27,0.2309,1096.75,1600.0,0.416,0,moderate
shopkeeper,1435.02,24,52,0.2606,1118.21,1751.83,0.643,0,stable
shopkeeper,1783.65,28,64,0.0393,1511.23,2000.0,0.528,1,stable
street_vendor,518.3,21,28,0.1109,419.27,617.33,0.337,0,unstable
delivery_worker,1660.47,23,41,0.1959,1309.68,1800.0,0.678,0,stable
driver,1097.5,18,43,0.0771,794.08,1400.91,0.453,1,moderate
driver,1395.11,22,42,0.2615,982.05,1600.0,0.531,0,stable
delivery_worker,844.14,18,47,0.2583,607.15,1081.14,0.927,1,moderate
shopkeeper,805.51,26,40,0.2545,700.0,1019.15,0.476,0,moderate
shopkeeper,1088.81,25,27,0.325,895.57,1282.04,0.637,1,stable
laborer,418.61,16,9,0.0512,318.23,518.98,0.022,0,unstable
driver,1511.87,27,42,0.1935,1327.11,1600.0,0.335,1,stable
delivery_worker,1157.04,25,36,0.0897,858.25,1455.82,0.732,0,moderate
driver,738.08,25,22,0.1735,590.53,885.63,0.322,1,moderate
laborer,362.35,19,7,0.0113,320.75,403.94,0.189,0,unstable
driver,1045.91,17,32,0.0807,889.94,1201.87,0.8,1,moderate
delivery_worker,1108.73,24,38,0.056,824.8,1392.66,0.683,1,moderate
driver,1323.06,25,21,0.1187,1031.57,1600.0,0.597,0,moderate
street_vendor,418.68,26,12,0.061,374.64,462.71,0.145,0,unstable
shopkeeper,1897.12,25,43,0.3283,1676.84,2000.0,0.656,1,stable
street_vendor,227.5,24,14,0.1439,200.0,293.3,0.346,0,moderate
laborer,339.17,21,14,0.0928,257.8,420.54,0.174,1,unstable
driver,619.26,21,34,0.1664,500.0,760.53,0.456,0,unstable
street_vendor,541.86,26,16,0.1193,472.27,611.45,0.26,1,moderate
street_vendor,550.05,24,14,0.0529,405.25,694.85,0.267,1,unstable
street_vendor,539.67,22,11,0.0928,399.75,679.59,0.196,0,unstable
shopkeeper,1502.38,23,43,0.2381,1135.35,1869.4,0.39,1,moderate
driver,1278.57,17,34,0.1027,962.92,1594.22,0.636,1,moderate
shopkeeper,776.53,23,45,0.2759,700.0,954.55,0.56,0,moderate
laborer,341.33,20,8,0.0074,266.99,415.67,0.026,1,unstable
laborer,237.43,18,14,0.069,200.0,279.59,0.112,1,unstable
laborer,661.08,25,13,0.1103,587.8,700.0,0.099,1,moderate
laborer,415.35,15,3,0.0121,301.31,529.38,0.183,0,unstable
delivery_worker,1279.41,19,48,0.1798,1106.37,1452.45,0.751,1,moderate
driver,534.3,20,30,0.1857,500.0,623.67,0.692,1,moderate
driver,1358.93,29,32,0.143,1081.47,1600.0,0.38,0,stable
shopkeeper,1117.28,24,51,0.3155,887.68,1346.87,0.635,1,moderate
shopkeeper,1086.44,28,54,0.1538,836.53,1336.34,0.28,1,moderate
shopkeeper,1800.72,27,54,0.2337,1341.79,2000.0,0.74,0,stable
driver,1161.5,27,27,0.19,950.37,1372.64,0.305,1,moderate
delivery_worker,731.42,26,50,0.2131,611.62,851.23,0.727,0,moderate
laborer,381.06,17,7,0.0388,277.06,485.06,0.074,0,unstable
laborer,528.79,21,6,0.0064,456.03,601.55,0.172,0,unstable
street_vendor,343.95,29,11,0.0619,269.86,418.04,0.276,0,moderate
laborer,255.58,25,4,0.059,227.93,283.24,0.125,0,unstable
street_vendor,570.19,29,23,0.0822,443.48,696.9,0.121,1,unstable
driver,640.76,16,21,0.1277,500.0,809.85,0.306,1,moderate
shopkeeper,1361.96,27,65,0.2324,1196.28,1527.63,0.439,1,stable
street_vendor,437.17,23,14,0.1052,312.74,561.59,0.079,0,unstable
street_vendor,484.77,22,21,0.0203,350.16,619.38,0.09,0,unstable
street_vendor,615.11,16,13,0.1039,476.56,753.66,0.336,0,unstable
shopkeeper,1848.1,23,47,0.2631,1608.3,2000.0,0.44,1,stable
laborer,559.12,30,1,0.08,422.74,695.51,0.12,0,moderate
driver,1288.73,16,25,0.171,1099.23,1478.23,0.665,0,moderate
delivery_worker,1124.71,28,43,0.0811,856.88,1392.54,0.733,0,moderate
shopkeeper,1246.13,24,43,0.2222,903.02,1589.25,0.362,1,moderate
driver,1267.5,20,30,0.1664,1085.04,1449.95,0.398,0,moderate
delivery_worker,979.01,25,45,0.2329,745.58,1212.44,0.913,0,moderate
delivery_worker,1793.53,27,25,0.1978,1548.68,1800.0,0.533,0,stable
delivery_worker,1753.05,30,47,0.1082,1435.57,1800.0,0.91,1,stable
street_vendor,587.28,26,9,0.1197,446.86,727.7,0.186,0,moderate
shopkeeper,1092.32,27,43,0.1305,936.54,1248.09,0.268,1,moderate
laborer,526.11,19,8,0.0,405.32,646.9,0.095,0,unstable
driver,510.19,24,29,0.1804,500.0,589.42,0.564,0,moderate
laborer,223.72,20,10,0.0,200.0,256.88,0.156,0,unstable
street_vendor,281.97,18,15,0.0731,239.25,324.69,0.194,0,unstable
street_vendor,559.62,30,15,0.0209,495.61,623.63,0.33,0,moderate
delivery_worker,944.79,23,30,0.1574,717.14,1172.44,0.607,0,moderate
street_vendor,236.31,21,15,0.1271,200.0,272.83,0.265,0,unstable
driver,1508.1,23,27,0.0669,1339.67,1600.0,0.486,1,moderate
laborer,303.23,23,10,0.0304,263.84,342.62,0.147,0,unstable
street_vendor,371.57,23,22,0.1087,310.31,432.82,0.226,0,moderate
shopkeeper,1103.62,26,57,0.2556,965.82,1241.42,0.66,1,stable
driver,1292.12,21,34,0.0854,1037.43,1546.82,0.574,1,moderate
driver,1211.25,20,22,0.0757,936.3,1486.2,0.726,1,moderate
driver,613.12,22,48,0.1877,537.57,688.67,0.502,1,moderate
driver,1390.25,20,23,0.1228,1232.24,1548.26,0.69,0,moderate
street_vendor,428.51,25,12,0.0721,338.82,518.2,0.322,0,unstable
delivery_worker,1656.29,25,37,0.1861,1217.76,1800.0,0.547,1,stable
shopkeeper,1757.61,28,48,0.2176,1255.22,2000.0,0.664,1,stable
driver,1206.05,18,24,0.2021,986.19,1425.91,0.48,1,moderate
delivery_worker,601.49,28,42,0.3441,600.0,669.29,0.696,0,stable
delivery_worker,1204.68,26,36,0.1204,991.57,1417.78,0.792,1,moderate
shopkeeper,1754.8,26,68,0.2726,1256.82,2000.0,0.278,0,stable
laborer,577.67,24,10,0.087,462.51,692.83,0.173,0,unstable
driver,1416.53,23,31,0.1322,1076.38,1600.0,0.39,1,moderate
driver,934.12,19,25,0.2594,781.94,1086.3,0.731,0,moderate
delivery_worker,1099.75,24,37,0.1726,829.12,1370.38,0.804,0,moderate
delivery_worker,1561.96,25,38,0.2625,1213.29,1800.0,0.848,1,stable
street_vendor,252.19,25,16,0.0635,218.07,286.31,0.188,0,unstable
driver,1459.22,19,33,0.2445,1103.58,1600.0,0.374,0,moderate
shopkeeper,727.89,24,62,0.301,700.0,822.63,0.571,1,moderate
delivery_worker,1409.89,26,49,0.1103,1050.71,1769.07,0.575,0,moderate
shopkeeper,1744.31,26,44,0.2156,1355.52,2000.0,0.414,1,stable
delivery_worker,1182.98,25,30,0.167,844.81,1521.15,0.95,0,moderate
driver,683.83,25,34,0.0621,539.42,828.24,0.769,0,moderate
laborer,336.58,19,8,0.05,282.94,390.22,0.148,0,unstable
delivery_worker,671.44,22,34,0.1583,600.0,784.23,0.663,1,moderate
street_vendor,644.15,30,16,0.0619,465.94,822.36,0.082,0,moderate
laborer,476.21,17,7,0.1,334.49,617.92,0.124,0,unstable
delivery_worker,1587.27,30,47,0.139,1194.76,1800.0,0.59,0,stable
street_vendor,795.3,25,8,0.0175,650.67,900.0,0.329,1,moderate
delivery_worker,1164.95,28,40,0.2457,1004.83,1325.07,0.91,1,stable
laborer,578.21,17,11,0.0026,490.86,665.56,0.147,0,unstable
shopkeeper,750.93,24,61,0.1817,700.0,962.49,0.42,1,moderate
street_vendor,562.06,23,14,0.1298,482.45,641.66,0.224,1,moderate
driver,967.68,18,45,0.0562,830.75,1104.61,0.593,1,moderate
laborer,527.21,19,15,0.0559,374.07,680.35,0.156,0,unstable
driver,735.42,21,36,0.1694,540.19,930.65,0.614,1,moderate
delivery_worker,1550.19,24,41,0.0895,1300.78,1799.61,0.755,0,moderate
delivery_worker,1148.43,27,22,0.145,846.49,1450.38,0.886,1,moderate
street_vendor,767.17,18,13,0.1243,647.05,887.29,0.246,0,moderate
laborer,372.56,22,9,0.0109,299.92,445.2,0.086,0,unstable
laborer,548.68,17,8,0.0758,392.41,700.0,0.102,0,unstable
driver,1508.19,24,28,0.1286,1255.67,1600.0,0.752,0,stable
shopkeeper,1016.46,21,58,0.2005,848.79,1184.13,0.749,0,moderate
shopkeeper,1329.62,24,68,0.3239,1193.96,1465.29,0.49,0,stable
delivery_worker,627.78,29,56,0.1323,600.0,779.97,0.804,1,moderate
delivery_worker,942.41,26,32,0.1691,812.53,1072.29,0.611,0,moderate
laborer,560.29,11,14,0.065,467.16,653.41,0.037,0,unstable
shopkeeper,1120.09,22,53,0.2239,980.6,1259.57,0.544,0,stable
delivery_worker,911.11,22,39,0.2239,666.61,1155.61,0.842,0,moderate
delivery_worker,683.36,26,27,0.2447,600.0,796.27,0.595,0,moderate
shopkeeper,844.06,23,55,0.2926,700.0,1079.57,0.284,1,moderate
driver,1445.3,22,20,0.0872,1265.51,1600.0,0.588,1,moderate
delivery_worker,768.67,22,54,0.1309,609.58,927.76,0.546,0,moderate
street_vendor,505.55,22,22,0.0973,413.93,597.16,0.219,0,unstable
driver,795.1,22,39,0.2373,567.06,1023.14,0.513,0,moderate
driver,1285.04,17,45,0.152,1083.76,1486.32,0.468,1,moderate
shopkeeper,1320.57,23,35,0.1915,925.19,1715.96,0.557,1,moderate
shopkeeper,837.21,25,45,0.117,745.09,929.34,0.642,1,moderate
delivery_worker,1698.38,24,35,0.0498,1328.96,1800.0,0.628,0,stable
delivery_worker,1182.82,25,34,0.1423,1033.22,1332.41,0.725,0,moderate
laborer,339.39,18,8,0.0595,286.69,392.09,0.131,0,unstable
shopkeeper,1793.69,24,44,0.2787,1592.15,1995.24,0.671,1,stable
laborer,293.84,14,13,0.0423,263.8,323.88,0.183,1,unstable
driver,724.79,23,40,0.3296,593.16,856.42,0.348,0,moderate
street_vendor,894.44,25,8,0.0888,789.18,900.0,0.212,0,moderate
delivery_worker,1292.97,26,15,0.2334,943.3,1642.64,0.62,1,stable
delivery_worker,785.8,23,32,0.1574,600.0,1019.29,0.553,1,moderate
driver,541.41,22,18,0.135,500.0,650.94,0.599,1,moderate
street_vendor,479.12,19,20,0.0093,402.22,556.03,0.227,0,unstable
shopkeeper,906.55,26,32,0.0598,764.09,1049.0,0.643,1,moderate
street_vendor,882.43,22,14,0.1437,773.62,900.0,0.31,1,moderate
delivery_worker,1049.67,26,28,0.096,874.28,1225.05,0.576,0,moderate
shopkeeper,1288.55,26,41,0.1511,1127.27,1449.82,0.505,1,moderate
laborer,427.51,17,9,0.044,370.52,484.49,0.156,0,unstable
driver,1021.84,22,36,0.1834,860.13,1183.55,0.443,1,moderate
delivery_worker,1417.73,22,42,0.1985,1220.62,1614.84,0.551,0,moderate
delivery_worker,1135.87,30,38,0.0253,972.96,1298.78,0.541,0,moderate
laborer,532.78,17,13,0.0,468.58,596.98,0.152,0,unstable
shopkeeper,1417.66,27,41,0.1075,1207.58,1627.73,0.323,1,moderate
street_vendor,679.05,19,14,0.061,498.31,859.79,0.258,0,unstable
laborer,209.01,19,2,0.1017,200.0,254.79,0.155,0,unstable
delivery_worker,1412.13,26,25,0.137,1124.87,1699.39,0.945,0,moderate
shopkeeper,1930.39,25,39,0.1898,1697.26,2000.0,0.668,0,stable
street_vendor,550.92,24,12,0.177,475.27,626.57,0.142,0,moderate
delivery_worker,625.63,25,47,0.17,600.0,764.54,0.789,1,moderate
laborer,331.79,20,11,0.0,238.54,425.05,0.17,1,unstable
driver,773.08,22,43,0.2362,666.11,880.05,0.777,1,moderate
street_vendor,204.14,10,23,0.0763,200.0,249.01,0.136,1,unstable
shopkeeper,989.1,24,33,0.1368,824.41,1153.79,0.739,0,moderate
street_vendor,602.16,26,17,0.0147,423.79,780.52,0.257,1,unstable
driver,873.29,23,27,0.1972,746.22,1000.37,0.343,1,moderate
driver,1111.62,27,15,0.0773,779.71,1443.53,0.512,1,moderate
shopkeeper,1889.93,23,58,0.1727,1685.08,2000.0,0.667,1,stable
delivery_worker,1768.52,24,22,0.1242,1346.42,1800.0,0.631,0,stable
delivery_worker,1591.16,23,35,0.0319,1316.36,1800.0,0.79,0,moderate
driver,859.48,26,23,0.1143,672.74,1046.22,0.513,0,moderate
delivery_worker,1287.99,22,39,0.1137,910.51,1665.47,0.689,0,moderate
laborer,605.98,25,15,0.0445,443.4,700.0,0.17,0,unstable
shopkeeper,1339.0,27,37,0.1892,1009.85,1668.15,0.543,1,moderate
shopkeeper,1294.88,22,62,0.0779,939.34,1650.42,0.293,1,moderate
street_vendor,828.9,17,20,0.0767,709.9,900.0,0.298,1,unstable
delivery_worker,1210.22,28,47,0.0895,912.49,1507.96,0.709,0,moderate
street_vendor,626.01,23,15,0.0403,554.58,697.45,0.28,0,moderate
laborer,290.73,12,18,0.0411,234.49,346.97,0.139,1,unstable
driver,931.51,23,33,0.0516,700.31,1162.71,0.377,1,unstable
driver,1075.56,20,27,0.1143,822.8,1328.31,0.345,0,moderate
driver,1045.09,20,28,0.1842,859.37,1230.81,0.383,1,moderate
delivery_worker,886.76,25,21,0.2585,709.63,1063.89,0.82,1,moderate
driver,627.49,24,13,0.1722,500.0,758.32,0.678,1,moderate
delivery_worker,1774.46,25,33,0.3058,1327.82,1800.0,0.724,1,stable
driver,904.73,23,28,0.1748,765.14,1044.33,0.332,1,moderate
street_vendor,800.09,26,20,0.0901,626.21,900.0,0.103,1,moderate
delivery_worker,1288.78,28,39,0.3854,1065.43,1512.13,0.771,1,stable
driver,536.12,23,21,0.1751,500.0,667.1,0.718,1,moderate
laborer,508.21,20,15,0.0217,445.46,570.95,0.132,0,unstable
delivery_worker,811.83,27,34,0.0705,600.25,1023.42,0.518,1,moderate
driver,1477.98,26,21,0.3216,1088.39,1600.0,0.624,0,stable
street_vendor,651.01,25,22,0.1284,545.89,756.14,0.196,1,moderate
driver,585.48,20,32,0.1731,500.0,725.95,0.628,1,moderate
shopkeeper,822.26,27,40,0.1835,700.0,961.22,0.521,0,moderate
delivery_worker,931.35,25,39,0.1766,671.06,1191.63,0.572,0,moderate
delivery_worker,1100.77,19,67,0.1571,815.24,1386.29,0.861,1,moderate
delivery_worker,1363.57,28,38,0.2001,1035.61,1691.54,0.772,1,stable
street_vendor,467.94,24,17,0.0472,411.16,524.72,0.299,1,moderate
driver,1187.25,26,26,0.2245,862.38,1512.13,0.673,1,stable
delivery_worker,1608.17,24,40,0.2658,1276.64,1800.0,0.774,0,stable
street_vendor,842.68,30,20,0.0547,625.99,900.0,0.087,0,moderate
driver,1471.03,23,33,0.0127,1294.18,1600.0,0.503,0,moderate
driver,721.87,22,23,0.2224,566.0,877.73,0.793,0,moderate
laborer,458.27,10,13,0.1223,409.11,507.43,0.139,1,unstable
shopkeeper,1349.46,23,35,0.2033,1001.17,1697.75,0.407,1,moderate
street_vendor,288.07,20,18,0.0908,237.51,338.63,0.104,0,unstable
laborer,588.58,12,7,0.0746,440.76,700.0,0.151,0,unstable
street_vendor,666.79,23,12,0.125,583.84,749.74,0.192,0,moderate
shopkeeper,1632.15,24,65,0.1625,1350.78,1913.52,0.64,1,stable
street_vendor,300.65,18,13,0.1291,257.77,343.53,0.108,0,unstable
driver,904.6,23,36,0.1681,722.63,1086.56,0.396,1,moderate
delivery_worker,1352.65,19,45,0.2189,1110.76,1594.54,0.61,1,moderate
delivery_worker,1179.09,21,33,0.2251,954.23,1403.96,0.907,0,moderate
laborer,366.56,15,5,0.0263,316.66,416.46,0.185,1,unstable
driver,807.2,22,35,0.1149,708.84,905.56,0.608,1,moderate
driver,1458.93,23,33,0.152,1079.4,1600.0,0.487,1,moderate
driver,1113.15,29,36,0.1619,803.81,1422.5,0.478,0,moderate
street_vendor,654.07,19,21,0.0778,500.96,807.17,0.178,0,unstable
laborer,590.99,16,9,0.0827,443.79,700.0,0.122,0,unstable
driver,1593.23,19,33,0.1841,1125.05,1600.0,0.44,0,moderate
driver,847.87,24,35,0.1351,686.67,1009.08,0.417,0,moderate
delivery_worker,1033.18,27,41,0.1667,792.85,1273.51,0.845,1,moderate
shopkeeper,915.52,25,45,0.2303,731.81,1099.23,0.396,0,moderate
laborer,460.12,24,4,0.0702,410.85,509.39,0.142,0,moderate
street_vendor,840.94,22,21,0.021,690.95,900.0,0.222,0,moderate
street_vendor,440.57,28,12,0.0414,361.42,519.71,0.169,0,unstable
shopkeeper,1068.51,29,39,0.1273,943.34,1193.67,0.524,0,moderate
driver,935.27,22,37,0.0803,665.02,1205.52,0.661,0,moderate
street_vendor,554.85,25,23,0.0,422.43,687.27,0.17,0,unstable
laborer,638.31,18,11,0.0439,467.13,700.0,0.099,0,unstable
delivery_worker,1368.33,25,45,0.3146,1117.68,1618.99,0.624,0,stable
delivery_worker,845.1,25,39,0.0668,643.29,1046.9,0.732,0,moderate
driver,1561.84,19,28,0.2769,1145.44,1600.0,0.496,1,moderate
